Authors,Titles,Profiles,Publications,Year of Publication
,"Vitamin D and cause-specific vascular disease and mortality: A Mendelian randomisation study involving 99,012 Chinese and 106,911 European adults",,https://pureportal.coventry.ac.uk/en/publications/vitamin-d-and-cause-specific-vascular-disease-and-mortality-a-men,30 Aug 2019
,Adiposity and risk of ischaemic and haemorrhagic stroke in 0·5 million Chinese men and women: a prospective cohort study,,https://pureportal.coventry.ac.uk/en/publications/adiposity-and-risk-of-ischaemic-and-haemorrhagic-stroke-in-05-mil,1 Jun 2018
,Age-specific association between blood pressure and vascular and non-vascular chronic diseases in 0·5 million adults in China: a prospective cohort study,,https://pureportal.coventry.ac.uk/en/publications/age-specific-association-between-blood-pressure-and-vascular-and-,1 Jun 2018
"Zheng, D.",Arterial Pulse Waveform Characteristics Difference between the Three Trimesters of Healthy Pregnant Women,https://pureportal.coventry.ac.uk/en/persons/dingchang-zheng-2,https://pureportal.coventry.ac.uk/en/publications/arterial-pulse-waveform-characteristics-difference-between-the-th,29 Oct 2018
,Association between multiple comorbidities and self-rated health status in middle-aged and elderly Chinese: The China Kadoorie Biobank study,,https://pureportal.coventry.ac.uk/en/publications/association-between-multiple-comorbidities-and-self-rated-health-,15 Jun 2018
"Zheng, D.",Effect of Respiration on the Characteristic Ratios of Oscillometric Pulse Amplitude Envelope in Blood Pressure Measurement,https://pureportal.coventry.ac.uk/en/persons/dingchang-zheng-2,https://pureportal.coventry.ac.uk/en/publications/effect-of-respiration-on-the-characteristic-ratios-of-oscillometr,29 Oct 2018
,Integrating renal nutrition guidelines into daily family life: a qualitative exploration,,https://pureportal.coventry.ac.uk/en/publications/integrating-renal-nutrition-guidelines-into-daily-family-life-a-q,1 Feb 2018
"Barrett, H.,Bailey, E.",Postpartum care for women with FGM: How good are the policies?,"https://pureportal.coventry.ac.uk/en/persons/hazel-barrett,https://pureportal.coventry.ac.uk/en/persons/elizabeth-bailey",https://pureportal.coventry.ac.uk/en/publications/postpartum-care-for-women-with-fgm-how-good-are-the-policies,Apr 2018
"Zheng, D.",Relationship between carotid artery sclerosis and blood pressure variability in essential hypertension patients,https://pureportal.coventry.ac.uk/en/persons/dingchang-zheng-2,https://pureportal.coventry.ac.uk/en/publications/relationship-between-carotid-artery-sclerosis-and-blood-pressure-,1 Jan 2018
"Zheng, D.",Comparison of electrohysterogram characteristics during uterine contraction and non-contraction during labor,https://pureportal.coventry.ac.uk/en/persons/dingchang-zheng-2,https://pureportal.coventry.ac.uk/en/publications/comparison-of-electrohysterogram-characteristics-during-uterine-c,14 Sep 2017
"Zheng, D.",Effect of ageing on different qualifications of arterial properties,https://pureportal.coventry.ac.uk/en/persons/dingchang-zheng-2,https://pureportal.coventry.ac.uk/en/publications/effect-of-ageing-on-different-qualifications-of-arterial-properti,Mar 2017
"Zheng, D.","Effects of force load, muscle fatigue and extremely low frequency magnetic stimulation on EEG signals during side arm lateral raise task",https://pureportal.coventry.ac.uk/en/persons/dingchang-zheng-2,https://pureportal.coventry.ac.uk/en/publications/effects-of-force-load-muscle-fatigue-and-extremely-low-frequency-,27 Apr 2017
"Zheng, D.",Effects of noise suppression and envelope dynamic range compression on the intelligibility of vocoded sentences for a tonal language,https://pureportal.coventry.ac.uk/en/persons/dingchang-zheng-2,https://pureportal.coventry.ac.uk/en/publications/effects-of-noise-suppression-and-envelope-dynamic-range-compressi,1 Sep 2017
"Allen, J.",Exploratory Thermal Imaging Assessments of the Feet in Patients with Lower Limb Peripheral Arterial Disease,https://pureportal.coventry.ac.uk/en/persons/john-allen,https://pureportal.coventry.ac.uk/en/publications/exploratory-thermal-imaging-assessments-of-the-feet-in-patients-w,2017
"Szczepura, A.",F.R.A.M.E - Facial remote activity monitoring eyewear,https://pureportal.coventry.ac.uk/en/persons/ala-szczepura,https://pureportal.coventry.ac.uk/en/publications/frame-facial-remote-activity-monitoring-eyewear,1 Jan 2017
"Allen, J.",Intraoperative Thermal and Laser Speckle Contrast Imaging Assessment of Bowel Perfusion in Two Cases of Colorectal Resection Surgery,https://pureportal.coventry.ac.uk/en/persons/john-allen,https://pureportal.coventry.ac.uk/en/publications/intraoperative-thermal-and-laser-speckle-contrast-imaging-assessm,2017
"Zheng, D.",Peripheral arterial volume distensibility changes with applied external pressure:  Significant difference between arteries with different compliance,https://pureportal.coventry.ac.uk/en/persons/dingchang-zheng-2,https://pureportal.coventry.ac.uk/en/publications/peripheral-arterial-volume-distensibility-changes-with-applied-ex,17 Jan 2017
"Allen, J.",Reproducibility of thermal images: some healthy examples,https://pureportal.coventry.ac.uk/en/persons/john-allen,https://pureportal.coventry.ac.uk/en/publications/reproducibility-of-thermal-images-some-healthy-examples,2017
,Self-Management of HIV,,https://pureportal.coventry.ac.uk/en/publications/self-management-of-hiv,Sep 2017
"Turner, A.",Spreading HOPE: The Development of a Hope-Based Self-Management Intervention,https://pureportal.coventry.ac.uk/en/persons/andy-turner,https://pureportal.coventry.ac.uk/en/publications/spreading-hope-the-development-of-a-hope-based-self-management-in,Sep 2017
"Khasteganan, N.,Lycett, D.,Turner, A.","Health, not weight loss, focused programmes (HNWL) versus conventional weight loss programmes (CWL) on cardiovascular risk factors: A Cochrane review","https://pureportal.coventry.ac.uk/en/persons/nazanin-khasteganan,https://pureportal.coventry.ac.uk/en/persons/deborah-lycett,https://pureportal.coventry.ac.uk/en/persons/andy-turner",https://pureportal.coventry.ac.uk/en/publications/health-not-weight-loss-focused-programmes-hnwl-versus-conventiona,26 Feb 2016
"Dingchang, Z.",An improved sphygmomanometer capable of displaying the quality of blood pressure readings,https://pureportal.coventry.ac.uk/en/persons/dingchang-zheng-2,https://pureportal.coventry.ac.uk/en/publications/an-improved-sphygmomanometer-capable-of-displaying-the-quality-of,16 Sep 2015
"Allen, J.",Combined intra-operative thermal and laser speckle contrast imaging to assess bowel perfusion,https://pureportal.coventry.ac.uk/en/persons/john-allen,https://pureportal.coventry.ac.uk/en/publications/combined-intra-operative-thermal-and-laser-speckle-contrast-imagi,30 Nov 2015
"Allen, J.",Exploratory thermal and laser speckle contrast imaging measurements of eye inflammation in a case of thyroid eye disease,https://pureportal.coventry.ac.uk/en/persons/john-allen,https://pureportal.coventry.ac.uk/en/publications/exploratory-thermal-and-laser-speckle-contrast-imaging-measuremen,2015
,Exploring individuals’ experiences of having an ileostomy and Crohn's disease and following dietary advice,,https://pureportal.coventry.ac.uk/en/publications/exploring-individuals-experiences-of-having-an-ileostomy-and-croh,2 Sep 2015
,Exploring the challenges of living with peritoneal dialysis,,https://pureportal.coventry.ac.uk/en/publications/exploring-the-challenges-of-living-with-peritoneal-dialysis,2 Jul 2015
"Allen, J.",Imaging assessments of patients with suspected systemic sclerosis and associated inflammatory lung disease,https://pureportal.coventry.ac.uk/en/persons/john-allen,https://pureportal.coventry.ac.uk/en/publications/imaging-assessments-of-patients-with-suspected-systemic-sclerosis,Sep 2015
"Turner, A.",Qualitative evaluation of a self-management intervention for people in the early stage of dementia,https://pureportal.coventry.ac.uk/en/persons/andy-turner,https://pureportal.coventry.ac.uk/en/publications/qualitative-evaluation-of-a-self-management-intervention-for-peop,1 Jul 2015
"Allen, J.",Thermal imaging and its potential for arterio-venous fistula function assessment,https://pureportal.coventry.ac.uk/en/persons/john-allen,https://pureportal.coventry.ac.uk/en/publications/thermal-imaging-and-its-potential-for-arterio-venous-fistula-func,Sep 2015
"Allen, J.",Thermographic assessment of the presence of fatty tumours in myoclonic epilepsy with ragged red fibres,https://pureportal.coventry.ac.uk/en/persons/john-allen,https://pureportal.coventry.ac.uk/en/publications/thermographic-assessment-of-the-presence-of-fatty-tumours-in-myoc,Sep 2015
"Allen, J.",The thermal imaging potential for assessing diabetic Charcot foot syndrome,https://pureportal.coventry.ac.uk/en/persons/john-allen,https://pureportal.coventry.ac.uk/en/publications/the-thermal-imaging-potential-for-assessing-diabetic-charcot-foot,Sep 2015
,"Using patient ideas to inform dietetic services: patient-centred, but practical and safe?",,https://pureportal.coventry.ac.uk/en/publications/using-patient-ideas-to-inform-dietetic-services-patient-centred-b,2015
,Global Person Generated Index,,https://pureportal.coventry.ac.uk/en/publications/global-person-generated-index,2014
"Zheng, D.",Modelling arterial pressure waveforms using Gaussian functions and two-stage particle swarm optimizer,https://pureportal.coventry.ac.uk/en/persons/dingchang-zheng-2,https://pureportal.coventry.ac.uk/en/publications/modelling-arterial-pressure-waveforms-using-gaussian-functions-an,20 May 2014
,Why are patients disappearing from dietetic services?,,https://pureportal.coventry.ac.uk/en/publications/why-are-patients-disappearing-from-dietetic-services,2014
"Zheng, D.",Effect of pre-measurement relaxation time on manual blood pressure measurement,https://pureportal.coventry.ac.uk/en/persons/dingchang-zheng-2,https://pureportal.coventry.ac.uk/en/publications/effect-of-pre-measurement-relaxation-time-on-manual-blood-pressur,2013
"Allen, J.",Evaluation of three thermal imagers for skin temperature measurement using a blackbody source and a spatial resolution test object,https://pureportal.coventry.ac.uk/en/persons/john-allen,https://pureportal.coventry.ac.uk/en/publications/evaluation-of-three-thermal-imagers-for-skin-temperature-measurem,1 Dec 2013
"Zheng, D.",Is cross-sample entropy a valid measure of synchronization between sequences of RR interval and pulse transit time?,https://pureportal.coventry.ac.uk/en/persons/dingchang-zheng-2,https://pureportal.coventry.ac.uk/en/publications/is-cross-sample-entropy-a-valid-measure-of-synchronization-betwee,2013
,Conceptualisation of self-management intervention for people with early stage dementia,,https://pureportal.coventry.ac.uk/en/publications/conceptualisation-of-self-management-intervention-for-people-with,7 Nov 2012
"Tapp, R. J.",Prevention of type 2 diabetes and its complications in developing countries: a review,https://pureportal.coventry.ac.uk/en/persons/robyn-tapp,https://pureportal.coventry.ac.uk/en/publications/prevention-of-type-2-diabetes-and-its-complications-in-developing,Jun 2012
"Zheng, D.",Asymmetrical oscillometric pulse waveform envelopes in normotensive and hypertensive subjects,https://pureportal.coventry.ac.uk/en/persons/dingchang-zheng-2,https://pureportal.coventry.ac.uk/en/publications/asymmetrical-oscillometric-pulse-waveform-envelopes-in-normotensi,2010
"Allen, J.",Capillaroscopy in healthy subjects of different ages,https://pureportal.coventry.ac.uk/en/persons/john-allen,https://pureportal.coventry.ac.uk/en/publications/capillaroscopy-in-healthy-subjects-of-different-ages,2010
"Tapp, R. J.","Health behaviours, socioeconomic status and diabetes incidence: the Australian Diabetes Obesity and Lifestyle Study (AusDiab)",https://pureportal.coventry.ac.uk/en/persons/robyn-tapp,https://pureportal.coventry.ac.uk/en/publications/health-behaviours-socioeconomic-status-and-diabetes-incidence-the,Dec 2010
"Tapp, R.",Epidemiology of Diabetic Neuropathy.,https://pureportal.coventry.ac.uk/en/persons/robyn-tapp,https://pureportal.coventry.ac.uk/en/publications/epidemiology-of-diabetic-neuropathy,2 Apr 2009
"Zheng, D.,Allen, J.",Predicting acute hypotensive episodes from mean arterial pressure,"https://pureportal.coventry.ac.uk/en/persons/dingchang-zheng-2,https://pureportal.coventry.ac.uk/en/persons/john-allen",https://pureportal.coventry.ac.uk/en/publications/predicting-acute-hypotensive-episodes-from-mean-arterial-pressure,2009
"Zheng, D.,Allen, J.",Determination of aortic valve opening time and left ventricular peak filling rate from the peripheral pulse amplitude in patients with ectopic beats,"https://pureportal.coventry.ac.uk/en/persons/dingchang-zheng-2,https://pureportal.coventry.ac.uk/en/persons/john-allen",https://pureportal.coventry.ac.uk/en/publications/determination-of-aortic-valve-opening-time-and-left-ventricular-p,30 Oct 2008
"Zheng, D.,Allen, J.",Body surface potential mapping for detection of myocardial infarct sites,"https://pureportal.coventry.ac.uk/en/persons/dingchang-zheng-2,https://pureportal.coventry.ac.uk/en/persons/john-allen",https://pureportal.coventry.ac.uk/en/publications/body-surface-potential-mapping-for-detection-of-myocardial-infarc,30 Sep 2007
"Zheng, D.,Allen, J.",Non-invasive in vivo assessment of changes in peripheral arterial properties with estimation of arterial volume compliance,"https://pureportal.coventry.ac.uk/en/persons/dingchang-zheng-2,https://pureportal.coventry.ac.uk/en/persons/john-allen",https://pureportal.coventry.ac.uk/en/publications/non-invasive-in-vivo-assessment-of-changes-in-peripheral-arterial,28 Sep 2007
